timestamp,node_id,node_name,pod_name,usage_cpu,usage_memory,elapsed_sec,simulated_hours
2025-02-24 15:19:10.133001,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156,26.33355,1.036446073759252
2025-02-24 15:19:12.159703,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156,28.360252,1.1162137970848205
2025-02-24 15:19:14.184172,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156,30.384721,1.1958936331303716
2025-02-24 15:19:16.210771,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,24366786,45156,32.41132,1.275657302541994
2025-02-24 15:19:18.230806,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,34.431355,1.3551626234959204
2025-02-24 15:19:20.257836,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,36.458385,1.434943256372696
2025-02-24 15:19:22.282515,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,38.483064,1.5146313576796908
2025-02-24 15:19:24.308661,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,40.50921,1.5943771977416277
2025-02-24 15:19:26.336138,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,42.536687,1.6741754238177617
2025-02-24 15:19:28.360774,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,44.561323,1.75386183271408
2025-02-24 15:19:30.387006,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,40893119,45192,46.587555,1.8336110575973699
2025-02-24 15:19:32.412111,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,48.61266,1.9133159255775787
2025-02-24 15:19:34.436617,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,50.637166,1.9929972178834792
2025-02-24 15:19:36.462471,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,52.66302,2.0727315652961704
2025-02-24 15:19:38.488808,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,54.689357,2.1524849228101823
2025-02-24 15:19:40.514594,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,56.715143,2.232216593852501
2025-02-24 15:19:42.541745,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,58.742294,2.312001989094204
2025-02-24 15:19:44.566999,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,60.767548,2.391712721474199
2025-02-24 15:19:46.593781,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,45906853,45188,62.79433,2.471483593470794
2025-02-24 15:19:48.621529,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,64.822078,2.551292485670029
2025-02-24 15:19:50.649302,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,66.849851,2.6311023618289604
2025-02-24 15:19:52.676534,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,68.877083,2.710890945100077
2025-02-24 15:19:54.705314,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,70.905863,2.7907404551555497
2025-02-24 15:19:56.733362,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,72.933911,2.870561154871133
2025-02-24 15:19:58.759512,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,74.960061,2.950307152366621
2025-02-24 15:20:00.785474,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,46263052,44908,76.986023,3.030045750485198
2025-02-24 15:20:02.813585,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,79.014134,3.1098689297792146
2025-02-24 15:20:04.840462,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,81.041011,3.1896435408226522
2025-02-24 15:20:06.867049,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,83.067598,3.269406737933621
2025-02-24 15:20:08.891131,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,85.09168,3.3490713422830827
2025-02-24 15:20:10.917877,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,87.118426,3.4288407973777155
2025-02-24 15:20:12.944506,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,89.145055,3.508605647540973
2025-02-24 15:20:14.970406,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,91.170955,3.5883418054395047
2025-02-24 15:20:16.995493,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51452140,45000,93.196042,3.6680459649687327
2025-02-24 15:20:19.022222,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,95.222771,3.7478147509707718
2025-02-24 15:20:21.049487,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,97.250036,3.827604633068687
2025-02-24 15:20:23.075586,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,99.276135,3.907348623286396
2025-02-24 15:20:25.101961,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,101.30251,3.9871034764191453
2025-02-24 15:20:27.127275,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,103.327824,4.06681657030241
2025-02-24 15:20:29.153190,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,105.353739,4.146553318576759
2025-02-24 15:20:31.179964,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53987921,45016,107.380513,4.2263238757062505
2025-02-24 15:20:33.203938,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,109.404487,4.305984229349827
2025-02-24 15:20:35.230543,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,111.431092,4.385748134911777
2025-02-24 15:20:37.254784,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,113.455333,4.465418997244902
2025-02-24 15:20:39.281580,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,115.482129,4.545190420258927
2025-02-24 15:20:41.308065,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,117.508614,4.624949602814337
2025-02-24 15:20:43.335681,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,119.53623,4.70475329970638
2025-02-24 15:20:45.362968,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,121.563517,4.784544047688827
2025-02-24 15:20:47.388026,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,51488413,45036,123.588575,4.8642470658248085
2025-02-24 15:20:49.414553,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,125.615102,4.9440079014325065
2025-02-24 15:20:51.441348,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,127.641897,5.023779285088143
2025-02-24 15:20:53.470202,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,129.670751,5.103631707664314
2025-02-24 15:20:55.495512,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,131.696061,5.183344644114027
2025-02-24 15:20:57.523025,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,133.723574,5.263144287092126
2025-02-24 15:20:59.549237,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,135.749786,5.342892724807657
2025-02-24 15:21:01.575164,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,49055728,45160,137.775713,5.422629945382661
2025-02-24 15:21:03.600932,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,139.801481,5.502360907973998
2025-02-24 15:21:05.628700,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,141.829249,5.582170587340991
2025-02-24 15:21:07.656381,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,143.85693,5.661976842528241
2025-02-24 15:21:09.683271,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,145.88382,5.741751965230721
2025-02-24 15:21:11.711879,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,147.912428,5.821594705643489
2025-02-24 15:21:13.738806,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,149.939355,5.901371284606318
2025-02-24 15:21:15.764827,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50581571,45048,151.965376,5.981112204869775
2025-02-24 15:21:17.792790,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,153.993339,6.0609295591223935
2025-02-24 15:21:19.818328,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,156.018877,6.140651469284532
2025-02-24 15:21:21.845098,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,158.045647,6.2204218689804724
2025-02-24 15:21:23.868685,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,160.069234,6.30006699092796
2025-02-24 15:21:25.896696,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,162.097245,6.379886234383194
2025-02-24 15:21:27.922402,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,164.122951,6.459614756754488
2025-02-24 15:21:29.948289,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,166.148838,6.539350402993977
2025-02-24 15:21:31.969164,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,50518049,45216,168.169713,6.618888784993678
2025-02-24 15:21:33.996019,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,170.196568,6.698662530152585
2025-02-24 15:21:36.022319,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,172.222868,6.778414431406246
2025-02-24 15:21:38.049908,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,174.250457,6.858217065621817
2025-02-24 15:21:40.074848,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,176.275397,6.937915439468035
2025-02-24 15:21:42.101525,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,178.302074,7.017682178833907
2025-02-24 15:21:44.128540,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,180.329089,7.097462221334866
2025-02-24 15:21:46.154863,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,53351147,45212,182.355412,7.177215027831448
2025-02-24 15:21:48.181588,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,184.382137,7.256983656399936
2025-02-24 15:21:50.209077,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,186.409626,7.336782354776724
2025-02-24 15:21:52.237622,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,188.438171,7.4166226156110575
2025-02-24 15:21:54.264663,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,190.465212,7.4964036814301
2025-02-24 15:21:56.293966,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,192.494515,7.576273775922406
2025-02-24 15:21:58.321727,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,194.522276,7.656083179780683
2025-02-24 15:22:00.350132,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,196.550681,7.735917930440721
2025-02-24 15:22:02.373059,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,58843411,44940,198.573608,7.815537075852243
2025-02-24 15:22:04.401673,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,200.602222,7.895380052415336
2025-02-24 15:22:06.429547,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,202.630096,7.975193903771438
2025-02-24 15:22:08.456664,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,204.657213,8.054977960827955
2025-02-24 15:22:10.485628,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,206.686177,8.134834712826787
2025-02-24 15:22:12.509916,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,208.710465,8.214507425004141
2025-02-24 15:22:14.536817,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,210.737366,8.294282980648887
2025-02-24 15:22:16.563016,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,64902329,45008,212.763565,8.374030906705379
2025-02-24 15:22:18.590124,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,214.790673,8.453814609536405
2025-02-24 15:22:20.614592,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,216.815141,8.53349440622357
2025-02-24 15:22:22.643361,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,218.84391,8.613343483336774
2025-02-24 15:22:24.668944,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,220.869493,8.693067164626365
2025-02-24 15:22:26.695700,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,222.896249,8.772837013304878
2025-02-24 15:22:28.723493,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,224.924042,8.852647676631562
2025-02-24 15:22:30.750867,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,226.951416,8.932441848793752
2025-02-24 15:22:32.771859,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,78836455,45068,228.972408,9.011984835724828
2025-02-24 15:22:34.801704,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,231.002253,9.091876262463337
2025-02-24 15:22:36.829575,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,233.030124,9.171689995744275
2025-02-24 15:22:38.855174,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,235.055723,9.251414306768071
2025-02-24 15:22:40.880774,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,237.081323,9.331138657150255
2025-02-24 15:22:42.908731,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,239.10928,9.410955775252546
2025-02-24 15:22:44.934289,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,241.134838,9.49067847258244
2025-02-24 15:22:46.959023,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,93408400,45400,243.159572,9.570368738600765
2025-02-24 15:22:48.988291,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,245.18884,9.6502374555495
2025-02-24 15:22:51.015676,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,247.216225,9.73003206065395
2025-02-24 15:22:53.043501,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,249.24405,9.80984398344905
2025-02-24 15:22:55.065380,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,251.265929,9.889421881270128
2025-02-24 15:22:57.093269,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,253.293818,9.969236323002049
2025-02-24 15:22:59.118710,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,255.319259,10.048954415400567
2025-02-24 15:23:01.149636,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,257.350185,10.128888388556318
2025-02-24 15:23:03.177488,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,101791601,45216,259.378037,10.208701374027886
2025-02-24 15:23:05.207498,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,261.408047,10.288599294900386
2025-02-24 15:23:07.236332,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,263.436881,10.368450930308803
2025-02-24 15:23:09.262652,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,265.463201,10.44820361873022
2025-02-24 15:23:11.290597,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,267.491146,10.52802026453186
2025-02-24 15:23:13.319145,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,269.519694,10.607860643441356
2025-02-24 15:23:15.346566,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,271.547115,10.687656665447772
2025-02-24 15:23:17.369689,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,142348532,45296,273.570238,10.767283525103307
2025-02-24 15:23:19.396451,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,275.597,10.847053609932143
2025-02-24 15:23:21.420731,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,277.62128,10.926726007242396
2025-02-24 15:23:23.449695,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,279.650244,11.006582759241228
2025-02-24 15:23:25.470707,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,281.671256,11.086126533340064
2025-02-24 15:23:27.496132,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,283.696681,11.165843996004376
2025-02-24 15:23:29.520441,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,285.72099,11.245517534707874
2025-02-24 15:23:31.550233,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,154591059,45428,287.750782,11.32540687545183
2025-02-24 15:23:33.578448,1f4669df-f1ac-4f87-9eac-abf76b4e93cf,clever-tarek-w1,recommendationservice-7fd87c699b-lcrlq,182368516,45636,289.778997,11.40523414801818
